X,Y,Z,Hole ID,Samples_ID,Lote,Lito,Minz,EM_new,EM,Bwi_kWh_t,Axb_SMC
2364700.320000,6486339.356691,3645.496575,P784,EIS-001,Lote 1,TBXQBFP,MIXED1,mix1,mix1,11.8228,50.623
2364700.320000,6486339.597996,3630.998624,P784,EIS-002,Lote 1,TBXQBFP,MIXED2A,m2bt,m2bt,10.9374,50.358
2364700.320000,6486340.551370,3596.511938,P784,EIS-003,Lote 1,TBXQBFP,MIXED2A,m2bt,m2bt,11.8989,52.258
2364700.320000,6486341.154504,3577.521517,P784,EIS-004,Lote 1,TBXQBFP,MIXED2A,m2bt,m2bt,19.578,45.297
2364700.320000,6486342.520482,3537.544854,P784,EIS-005,Lote 1,TBXQBFP,MIXED2A,m2bt,m2bt,11.5232,48.774
2364700.320000,6486343.697398,3504.565851,P784,EIS-006,Lote 1,TBXQBFP,MIXED2A,m2bt,m2bt,8.50109,62.89
2364700.320000,6486344.323365,3487.577380,P784,EIS-007,Lote 1,TBXQBFP,MIXED2A,m2bt,m2bt,8.44764,62.682
2364700.320000,6486345.853994,3447.606683,P784,EIS-008,Lote 1,TBXQBFP,MIXED2A,m2bt,m2bt,9.28454,63.798
2364700.320000,6486346.451655,3432.618595,P784,EIS-009,Lote 1,TBXQBFP,MIXED2B,m2bt,m2bt,10.6357,47.058
2364700.320000,6486347.186269,3414.633593,P784,EIS-010,Lote 1,TBXQBFP,MIXED2B,m2bt,m2bt,9.89369,48.246
2364700.320000,6486348.556369,3381.662048,P784,EIS-011,Lote 1,TBXQBFP,PRIMARY,prim,prim,9.45168,56.61
2364700.320000,6486350.075456,3344.693262,P784,EIS-012,Lote 1,TBXQBFP,PRIMARY,prim,prim,11.6149,39.49
2365058.703000,6486345.819205,3631.469230,P786,EIS-013,Lote 1,AND,MIXED1,mix1,mix1,15.2012,32.542
2365058.703000,6486345.988283,3616.570212,P786,EIS-014,Lote 1,AND,MIXED2A,m2aa,m2aa,16.7495,28.934
2365058.703000,6486346.395179,3594.574022,P786,EIS-015,Lote 1,AND,MIXED2A,m2aa,m2aa,13.2888,31.004
2365058.703000,6486346.955065,3567.579828,P786,EIS-016,Lote 1,AND,MIXED2B,m2ba,m2ba,13.9103,32.844
2365058.703000,6486347.721618,3537.590228,P786,EIS-017,Lote 1,AND,MIXED2B,m2ba,m2ba,12.5946,30.919
2365058.703000,6486349.420719,3509.643677,P786,EIS-018,Lote 1,AND,MIXED2B,m2ba,m2ba,12.268,33.696
2365058.703000,6486351.493561,3483.727406,P786,EIS-019,Lote 1,AND,MIXED2B,m2ba,m2ba,10.4522,36.74
2365058.703000,6486352.396455,3463.748729,P786,EIS-020,Lote 1,AND,MIXED2B,m2ba,m2ba,9.41654,41.976
2365058.703000,6486352.665924,3445.751161,P786,EIS-021,Lote 1,AND,MIXED2B,m2ba,m2ba,9.41238,42.024
2365058.703000,6486352.886085,3409.751851,P786,EIS-022,Lote 1,AND,MIXED2B,m2ba,m2ba,8.61278,48.544
2365058.703000,6486353.025836,3387.752366,P786,EIS-023,Lote 1,AND,MIXED2B,m2ba,m2ba,8.7955,48.269
2365058.703000,6486353.605226,3358.758488,P786,EIS-024,Lote 1,AND,MIXED2B,m2ba,m2ba,7.71314,48.9
2363988.070000,6486316.234787,3715.647580,P787,EIS-025,Lote 1,AND,MIXED2A,m2aa,m2aa,20.9063,28.41
2363988.070000,6486316.355370,3700.648081,P787,EIS-026,Lote 1,AND,MIXED2A,m2aa,m2aa,26.6963,33.318
2363988.070000,6486316.669780,3678.650375,P787,EIS-027,Lote 1,AND,MIXED2B,m2ba,m2ba,27.1529,30.774
2363988.070000,6486317.359978,3636.656048,P787,EIS-028,Lote 1,AND,PRIMARY,prim,prim,20.0103,31.631
2363988.070000,6486318.413537,3578.665697,P787,EIS-029,Lote 1,DTUFF,PRIMARY,prim,prim,14.1383,27.03
2363988.070000,6486319.193211,3544.674657,P787,EIS-030,Lote 1,DTUFF,PRIMARY,prim,prim,15.8164,32.832
2363988.070000,6486319.702993,3524.681157,P787,EIS-031,Lote 1,DTUFF,PRIMARY,prim,prim,14.1197,30.832
2363988.070000,6486320.614673,3480.690728,P787,EIS-032,Lote 1,AND,PRIMARY,prim,prim,23.3089,27.2
2363988.070000,6486321.870987,3436.709602,P787,EIS-033,Lote 1,AND,PRIMARY,prim,prim,18.276,22.425
2364109.934000,6486394.902185,3703.044518,P790,EIS-048,Lote 1,AND,MIXED1,mix1,mix1,15.7181,42.312
2364109.934000,6486394.968250,3685.544647,P790,EIS-049,Lote 1,DTUFF,MIXED2A,m2aa,m2aa,16.1129,26.524
2364109.934000,6486395.049891,3672.044896,P790,EIS-050,Lote 1,DTUFF,MIXED2B,m2ba,m2ba,16.1741,23.616
2364109.934000,6486395.136864,3660.045211,P790,EIS-051,Lote 1,DTUFF,PRIMARY,prim,prim,13.8945,28.823
2364109.934000,6486395.400029,3622.046123,P790,EIS-052,Lote 1,DTUFF,PRIMARY,prim,prim,12.4255,31.836
2364109.934000,6486395.552724,3594.046548,P790,EIS-053,Lote 1,DTUFF,PRIMARY,prim,prim,11.5485,31.44
2364109.934000,6486395.643704,3558.046674,P790,EIS-054,Lote 1,AND,PRIMARY,prim,prim,16.2948,36.518
2364109.934000,6486395.678611,3538.046704,P790,EIS-055,Lote 1,AND,PRIMARY,prim,prim,17.2823,31.668
2364109.934000,6486395.744654,3504.046770,P790,EIS-056,Lote 1,AND,PRIMARY,prim,prim,11.643,26.544
2364109.934000,6486395.814153,3482.046881,P790,EIS-057,Lote 1,AND,PRIMARY,prim,prim,16.1139,29.705
2364039.260000,6486515.967494,3686.488748,P791,EIS-034,Lote 1,DTUFF,MIXED1,mix1,mix1,9.87964,35.457
2364039.260000,6486516.047358,3677.989126,P791,EIS-035,Lote 1,DTUFF,MIXED2A,m2aa,m2aa,12.133,35.056
2364039.260000,6486516.240055,3663.490421,P791,EIS-036,Lote 1,DTUFF,MIXED2B,m2ba,m2ba,12.2403,27.38
2364039.260000,6486516.570775,3643.993227,P791,EIS-037,Lote 1,DTUFF,MIXED2B,m2ba,m2ba,13.6455,28.416
2364039.260000,6486516.955649,3621.996594,P791,EIS-038,Lote 1,DTUFF,PRIMARY,prim,prim,11.5647,28.47
2364039.260000,6486517.382046,3598.000382,P791,EIS-039,Lote 1,DTUFF,PRIMARY,prim,prim,14.0566,29.484
2364039.260000,6486517.817659,3572.004034,P791,EIS-040,Lote 1,AND,PRIMARY,prim,prim,12.9547,32.8
2364039.260000,6486518.326604,3540.008082,P791,EIS-041,Lote 1,AND,PRIMARY,prim,prim,20.3562,39.45
2364039.260000,6486518.628057,3522.010607,P791,EIS-042,Lote 1,AND,PRIMARY,prim,prim,16.5789,32.86
2364039.260000,6486519.190527,3490.015551,P791,EIS-043,Lote 1,AND,PRIMARY,prim,prim,16.8701,25.772
2364039.260000,6486519.798329,3456.020984,P791,EIS-044,Lote 1,AND,PRIMARY,prim,prim,17.3328,29.832
2364039.260000,6486520.114135,3438.023755,P791,EIS-045,Lote 1,AND,PRIMARY,prim,prim,23.3799,25.677
2364039.260000,6486520.486570,3416.026908,P791,EIS-046,Lote 1,AND,PRIMARY,prim,prim,17.9837,24
2364039.260000,6486521.003935,3394.033449,P791,EIS-047,Lote 1,AND,PRIMARY,prim,prim,21.4166,29.026
2364193.174000,6486884.550407,3730.550655,P792,EIS-058,Lote 1,TON,MIXED1,mix1,mix1,13.7106,44.326
2364193.174000,6486884.629037,3712.550828,P792,EIS-059,Lote 1,TON,MIXED2A,m2at,m2at,9.59636,36.232
2364193.174000,6486884.704436,3676.550922,P792,EIS-060,Lote 1,TON,MIXED2B,m2bt,m2bt,10.0909,65.9
2364193.174000,6486884.870836,3643.051445,P792,EIS-061,Lote 1,TON,MIXED2B,m2bt,m2bt,12.7276,58.186
2364193.174000,6486885.075926,3625.552662,P792,EIS-062,Lote 1,TON,MIXED2B,m2bt,m2bt,10.0955,44.85
2364193.174000,6486885.314821,3605.554098,P792,EIS-063,Lote 1,TON,PRIMARY,prim,prim,11.6714,50.481
2364193.174000,6486885.661297,3555.555356,P792,EIS-064,Lote 1,TON,PRIMARY,prim,prim,12.7933,35.984
2364193.174000,6486885.830606,3528.555888,P792,EIS-065,Lote 1,TON,PRIMARY,prim,prim,14.4649,28.934
2364193.174000,6486885.989999,3501.556361,P792,EIS-066,Lote 1,TON,PRIMARY,prim,prim,15.0512,26.288
2364193.174000,6486886.080756,3481.556568,P792,EIS-067,Lote 1,TON,PRIMARY,prim,prim,14.2079,31.529
2364193.174000,6486886.317094,3449.557565,P792,EIS-068,Lote 1,TON,PRIMARY,prim,prim,14.9386,26.348
2364543.058000,6486374.523101,3633.529232,P795,EIS-069,Lote 1,AND,MIXED2A,m2aa,m2aa,13.2613,40.486
2364543.058000,6486374.844264,3601.530885,P795,EIS-070,Lote 1,AND,MIXED2B,m2ba,m2ba,11.4342,31.777
2364543.058000,6486375.860162,3525.537691,P795,EIS-071,Lote 1,AND,MIXED2B,m2ba,m2ba,14.4961,30.534
2364543.058000,6486376.109994,3507.539425,P795,EIS-072,Lote 1,AND,MIXED2B,m2ba,m2ba,11.0696,34.62
2364543.058000,6486376.526538,3476.542224,P795,EIS-073,Lote 1,AND,PRIMARY,prim,prim,12.8563,39.552
2364543.058000,6486376.956719,3443.545029,P795,EIS-074,Lote 1,AND,PRIMARY,prim,prim,12.7814,36.835
2364543.058000,6486377.473974,3407.048696,P795,EIS-075,Lote 1,AND,PRIMARY,prim,prim,15.8851,35.728
2364543.058000,6486378.282775,3351.554590,P795,EIS-076,Lote 1,AND,PRIMARY,prim,prim,12.8513,25
2364543.058000,6486379.422958,3273.562924,P795,EIS-077,Lote 1,AND,PRIMARY,prim,prim,12.4881,26
2364543.058000,6486380.621954,3193.571913,P795,EIS-078,Lote 1,AND,PRIMARY,prim,prim,12.2152,25
2364954.220000,6486068.961247,3603.542065,P796,EIS-079,Lote 1,RBXQBFP,MIXED2B,m2bb,m2bb,12.5885,41.646
2364954.220000,6486070.505362,3541.561392,P796,EIS-080,Lote 1,RBXQBFP,MIXED2B,m2bb,m2bb,12.6102,37.152
2364954.220000,6486072.609429,3473.094326,P796,EIS-081,Lote 1,QBXAND,MIXED2B,m2bb,m2bb,12.2148,43.2
2364954.220000,6486074.960689,3419.646197,P796,EIS-082,Lote 1,QBXAND,PRIMARY,prim,prim,14.569,37.638
2364954.220000,6486076.305376,3388.675389,P796,EIS-083,Lote 1,TBXTON,PRIMARY,prim,prim,11.3781,44.478
2364954.220000,6486077.677621,3348.699300,P796,EIS-084,Lote 1,TBXTON,PRIMARY,prim,prim,12.563,48.6
2364954.220000,6486078.298677,3319.706101,P796,EIS-085,Lote 1,QBXAND,PRIMARY,prim,prim,14.9567,36.676
2364954.220000,6486078.576932,3293.707702,P796,EIS-086,Lote 1,QBXAND,PRIMARY,prim,prim,13.617,34.3
2364954.220000,6486078.776822,3247.708141,P796,EIS-087,Lote 1,QBXAND,PRIMARY,prim,prim,18.0756,28.934
2364954.220000,6486078.925773,3212.708469,P796,EIS-088,Lote 1,QBXAND,PRIMARY,prim,prim,14.0264,30.463
2364954.220000,6486078.964350,3183.708503,P796,EIS-089,Lote 1,QBXAND,PRIMARY,prim,prim,13.4034,36.414
2364954.220000,6486078.994496,3149.708517,P796,EIS-090,Lote 1,QBXAND,PRIMARY,prim,prim,17.5253,33.484
2364406.868000,6486929.843472,3769.173222,P798,EIS-091,Lote 1,TON,MIXED1,mix1,mix1,14.222,35.3
2364406.868000,6486930.791041,3701.180021,P798,EIS-092,Lote 1,TON,MIXED2A,m2at,m2at,11.6852,35.376
2364406.868000,6486931.397421,3662.184736,P798,EIS-093,Lote 1,TON,MIXED2B,m2bt,m2bt,13.3554,30.832
2364406.868000,6486931.969399,3626.189280,P798,EIS-094,Lote 1,TON,MIXED2B,m2bt,m2bt,14.0923,36.113
2364406.868000,6486932.767548,3573.195292,P798,EIS-095,Lote 1,TON,PRIMARY,prim,prim,13.3572,36.167
2364406.868000,6486933.060054,3553.197431,P798,EIS-096,Lote 1,TON,PRIMARY,prim,prim,13.6743,33.212
2364406.868000,6486933.540279,3520.200926,P798,EIS-097,Lote 1,TON,PRIMARY,prim,prim,15.3627,31.98
2364406.868000,6486934.162971,3477.705488,P798,EIS-098,Lote 1,TON,PRIMARY,prim,prim,15.6617,29.844
2363905.183000,6486652.722220,3674.533082,P799,EIS-099,Lote 1,DTUFF,MIXED2A,m2aa,m2aa,14.3389,29.234
2363905.183000,6486652.816829,3650.533269,P799,EIS-100,Lote 1,DTUFF,MIXED2B,m2ba,m2ba,11.4735,29.799
2363905.183000,6486653.034240,3609.533850,P799,EIS-101,Lote 1,DTUFF,PRIMARY,prim,prim,13.3444,30.184
2363905.183000,6486653.452382,3551.535390,P799,EIS-102,Lote 1,AND,PRIMARY,prim,prim,15.6598,26.915
2363905.183000,6486653.744109,3527.037142,P799,EIS-103,Lote 1,AND,PRIMARY,prim,prim,17.9101,34.526
2363905.183000,6486654.147869,3494.539712,P799,EIS-104,Lote 1,AND,PRIMARY,prim,prim,15.4135,34.752
2364969.884000,6485739.067486,3622.834380,P801,EIS-105,Lote 2A,AND,MIXED2B,m2ba,m2ba,26.3665,31.326
2364969.884000,6485739.472607,3596.837674,P801,EIS-106,Lote 2A,AND,PRIMARY,prim,prim,16.7452,33.405
2364969.884000,6485739.895996,3577.842393,P801,EIS-107,Lote 2A,AND,PRIMARY,prim,prim,14.9857,31.832
2364969.884000,6485740.322835,3559.847456,P801,EIS-108,Lote 2A,AND,PRIMARY,prim,prim,14.9826,30.362
2364969.884000,6485740.963697,3533.855360,P801,EIS-109,Lote 2A,AND,PRIMARY,prim,prim,13.3965,43.75
2364969.884000,6485741.552404,3504.861375,P801,EIS-110,Lote 2A,AND,PRIMARY,prim,prim,16.1791,34.821
2364969.884000,6485741.847716,3486.863800,P801,EIS-111,Lote 2A,AND,PRIMARY,prim,prim,15.292,39.065
2364969.884000,6485742.631019,3445.871321,P801,EIS-112,Lote 2A,AND,PRIMARY,prim,prim,13.6553,39.666
2364969.884000,6485743.503614,3405.880841,P801,EIS-113,Lote 2A,AND,PRIMARY,prim,prim,13.4993,25.984
2364969.884000,6485744.201899,3372.888249,P801,EIS-114,Lote 2A,AND,PRIMARY,prim,prim,12.3126,37.184
2364559.739000,6485739.141711,3649.615066,P802,EIS-115,Lote 2A,DTUFF,MIXED2B,m2ba,m2ba,13.3144,38.488
2364559.739000,6485739.266165,3629.865471,P802,EIS-116,Lote 2A,DTUFF,PRIMARY,prim,prim,11.5438,34.822
2364559.739000,6485739.475203,3609.866580,P802,EIS-117,Lote 2A,DTUFF,PRIMARY,prim,prim,13.245,35.182
2364559.739000,6485739.711442,3593.868335,P802,EIS-118,Lote 2A,DTUFF,PRIMARY,prim,prim,12.432,36.296
2364559.739000,6485740.226382,3567.873473,P802,EIS-119,Lote 2A,DTUFF,PRIMARY,prim,prim,14.2844,33.54
2364559.739000,6485740.886672,3525.878898,P802,EIS-120,Lote 2A,AND,PRIMARY,prim,prim,15.5438,37.088
2364559.739000,6485741.252003,3484.380507,P802,EIS-121,Lote 2A,AND,PRIMARY,prim,prim,14.2453,34.744
2364559.739000,6485741.481974,3458.881544,P802,EIS-122,Lote 2A,AND,PRIMARY,prim,prim,15.2136,37.996
2364559.739000,6485741.792411,3423.882921,P802,EIS-123,Lote 2A,AND,PRIMARY,prim,prim,16.509,27.982
2365305.022000,6486138.318261,3611.160379,P805,EIS-124,Lote 2A,AND,MIXED1,mix1,mix1,20.2603,26.732
2365305.022000,6486138.776394,3590.165479,P805,EIS-125,Lote 2A,AND,MIXED2B,m2ba,m2ba,21.3689,22.923
2365305.022000,6486139.187409,3574.170760,P805,EIS-126,Lote 2A,RBXAND,MIXED2B,m2bb,m2ba,16.661,24.27
2365305.022000,6486140.625872,3516.188654,P805,EIS-127,Lote 2A,AND,PRIMARY,prim,prim,14.9478,22.149
2365305.022000,6486142.907484,3459.237184,P805,EIS-128,Lote 2A,AND,PRIMARY,prim,prim,12.7888,27.268
2365305.022000,6486144.548211,3435.293515,P805,EIS-129,Lote 2A,AND,PRIMARY,prim,prim,10.4763,28.98
2365305.022000,6486145.948595,3408.330857,P805,EIS-130,Lote 2A,AND,PRIMARY,prim,prim,18.4592,28.29
2364199.762000,6486137.552835,3677.725015,P806,EIS-131,Lote 2A,AND,MIXED1,mix1,mix1,16.8447,28.07
2364199.762000,6486137.603423,3666.725136,P806,EIS-132,Lote 2A,AND,MIXED2A,m2aa,m2aa,17.3182,27.812
2364199.762000,6486137.689912,3655.725481,P806,EIS-133,Lote 2A,AND,MIXED2B,m2ba,m2ba,16.2691,30.217
2364199.762000,6486138.005302,3631.227549,P806,EIS-134,Lote 2A,DTUFF,PRIMARY,prim,prim,13.7251,36.358
2364199.762000,6486138.561605,3593.731676,P806,EIS-135,Lote 2A,DTUFF,PRIMARY,prim,prim,11.8388,49.692
2364199.762000,6486138.893331,3571.734177,P806,EIS-136,Lote 2A,DTUFF,PRIMARY,prim,prim,12.1203,41.536
2364199.762000,6486139.512126,3533.739220,P806,EIS-137,Lote 2A,AND,PRIMARY,prim,prim,17.7437,34.06
2364199.762000,6486139.951847,3506.742802,P806,EIS-138,Lote 2A,AND,PRIMARY,prim,prim,18.3351,32.035
2364784.256000,6486097.346709,3619.021074,P807,EIS-139,Lote 2A,QBXAND,MIXED2A,m2bb,m2bb,13.278,49.203
2364784.256000,6486097.870517,3596.527368,P807,EIS-140,Lote 2A,QBXAND,MIXED2B,m2bb,m2bb,13.5186,39.672
2364784.256000,6486098.693738,3571.040662,P807,EIS-141,Lote 2A,QBXAND,MIXED2B,m2bb,m2bb,11.006,42.904
2364784.256000,6486100.055796,3530.063295,P807,EIS-142,Lote 2A,QBXAND,MIXED2B,m2bb,m2bb,13.2819,40.26
2364784.256000,6486100.884006,3506.077591,P807,EIS-143,Lote 2A,QBXAND,MIXED2B,m2bb,prim,10.066,51.051
2364784.256000,6486101.629412,3485.090825,P807,EIS-144,Lote 2A,QBXAND,MIXED2B,m2bb,prim,10.5674,40.105
2364784.256000,6486102.351961,3465.103881,P807,EIS-145,Lote 2A,QBXAND,MIXED2B,m2bb,prim,12.409,51.626
2364784.256000,6486103.233707,3441.120084,P807,EIS-146,Lote 2A,QBXAND,MIXED2B,m2bb,prim,17.8611,45.44
2364784.256000,6486104.352902,3411.140969,P807,EIS-147,Lote 2A,QBXAND,MIXED2B,m2bb,prim,14.8736,37.82
2364784.256000,6486105.837230,3372.169228,P807,EIS-148,Lote 2A,QBXAND,PRIMARY,prim,prim,12.5058,48.764
2364784.256000,6486106.859799,3346.189346,P807,EIS-149,Lote 2A,QBXAND,PRIMARY,prim,prim,13.2558,46.063
2364784.256000,6486109.045463,3293.234449,P807,EIS-150,Lote 2A,QBXAND,PRIMARY,prim,prim,13.9409,39.804
2364784.256000,6486111.244201,3241.280956,P807,EIS-151,Lote 2A,QBXAND,PRIMARY,prim,prim,14.0274,33.12
2364784.256000,6486112.454851,3211.305404,P807,EIS-152,Lote 2A,QBXAND,PRIMARY,prim,prim,12.8736,31.473
2364784.256000,6486114.080034,3168.336130,P807,EIS-153,Lote 2A,QBXTON,PRIMARY,prim,prim,13.8881,44.655
2364784.256000,6486115.781926,3130.376540,P807,EIS-154,Lote 2A,QBXTON,PRIMARY,prim,prim,13.2637,28.453
2364609.135000,6486439.994978,3636.662353,P808,EIS-155,Lote 2A,AND,MIXED2A,m2aa,m2aa,10.7101,68.513
2364609.135000,6486440.418520,3594.664502,P808,EIS-156,Lote 2A,AND,MIXED2A,m2aa,m2aa,13.7852,30.624
2364609.135000,6486440.705753,3568.666135,P808,EIS-157,Lote 2A,AND,MIXED2B,m2ba,m2ba,12.6668,44.1
2364609.135000,6486442.115685,3540.706198,P808,EIS-158,Lote 2A,AND,MIXED2B,m2ba,m2ba,10.4817,39.412
2364609.135000,6486445.576461,3506.884998,P808,EIS-159,Lote 2A,AND,MIXED2B,m2ba,m2ba,12.1472,50.49
2364609.135000,6486447.016999,3468.924719,P808,EIS-160,Lote 2A,AND,MIXED2B,m2ba,m2ba,10.5146,45.975
2364609.135000,6486447.337435,3432.926382,P808,EIS-161,Lote 2A,AND,MIXED2B,m2ba,m2ba,13.6989,32.85
2364609.135000,6486447.939152,3405.933451,P808,EIS-162,Lote 2A,AND,PRIMARY,prim,prim,13.4931,34.592
2364609.135000,6486450.055382,3364.992913,P808,EIS-163,Lote 2A,AND,PRIMARY,prim,prim,13.5762,29.315
2364609.135000,6486452.941397,3345.209995,P808,EIS-164,Lote 2A,AND,PRIMARY,prim,prim,16.9301,32.154
2364609.135000,6486458.581809,3322.924175,P808,EIS-165,Lote 2A,AND,PRIMARY,prim,prim,8.72702,30.264
2364609.135000,6486468.208038,3283.094270,P808,EIS-166,Lote 2A,TON,PRIMARY,prim,prim,13.5807,32.908
2364609.135000,6486472.035090,3255.365528,P808,EIS-167,Lote 2A,TON,PRIMARY,prim,prim,14.0899,30.318
2364609.135000,6486473.234199,3237.407816,P808,EIS-168,Lote 2A,TON,PRIMARY,prim,prim,13.4181,37.84
2364125.080000,6487143.888518,3799.014688,P810,EIS-169,Lote 2A,DTUFF,MIXED1,mix1,mix1,19.9562,29.88
2364125.080000,6487144.101088,3784.266226,P810,EIS-170,Lote 2A,DTUFF,MIXED2A,m2aa,m2aa,11.8712,130.745
2364125.080000,6487144.629702,3756.271249,P810,EIS-171,Lote 2A,AND,MIXED2B,m2ba,m2ba,12.3958,28.548
2364125.080000,6487145.415568,3718.279376,P810,EIS-172,Lote 2A,AND,MIXED2B,m2ba,m2ba,18.8102,26.18
2364125.080000,6487146.266052,3678.288423,P810,EIS-173,Lote 2A,AND,MIXED2B,m2ba,m2ba,14.28,25.472
2364125.080000,6487146.812069,3654.294637,P810,EIS-174,Lote 2A,AND,PRIMARY,prim,prim,15.1234,27.03
2363710.832000,6486535.804973,3720.366577,P811,EIS-175,Lote 2A,AND,MIXED1,mix1,mix1,18.2943,28.686
2363710.832000,6486535.912740,3710.767184,P811,EIS-176,Lote 2A,AND,MIXED2A,m2aa,m2aa,16.2005,26.268
2363710.832000,6486536.140623,3693.768713,P811,EIS-177,Lote 2A,AND,MIXED2B,m2ba,m2ba,18.9216,30.615
2363710.832000,6486536.337425,3677.769924,P811,EIS-178,Lote 2A,AND,MIXED2B,m2ba,m2ba,17.4659,27.792
2364485.582000,6486136.586449,3634.814075,P812,EIS-179,Lote 2A,AND,MIXED1,mix1,mix1,16.4328,41.236
2364485.582000,6486136.697701,3613.314369,P812,EIS-180,Lote 2A,AND,MIXED2B,m2ba,m2ba,10.4451,31.089
2364485.582000,6486136.944000,3577.315213,P812,EIS-181,Lote 2A,AND,MIXED2B,m2ba,m2ba,11.7243,37.524
2364485.582000,6486137.080344,3559.315729,P812,EIS-182,Lote 2A,AND,MIXED2B,m2ba,prim,13.1369,29.824
2364485.582000,6486137.323057,3528.316680,P812,EIS-183,Lote 2A,AND,PRIMARY,prim,prim,8.5825,33.212
2364485.582000,6486137.721364,3476.318208,P812,EIS-184,Lote 2A,AND,PRIMARY,prim,prim,14.1554,37.856
2364485.582000,6486138.047176,3428.319314,P812,EIS-185,Lote 2A,AND,PRIMARY,prim,prim,12.2411,36.554
2364485.582000,6486138.221678,3402.319899,P812,EIS-186,Lote 2A,AND,PRIMARY,prim,prim,14.1174,33.442
2364485.582000,6486138.468535,3368.320796,P812,EIS-187,Lote 2A,AND,PRIMARY,prim,prim,15.5826,33.966
2364485.582000,6486138.926655,3311.322639,P812,EIS-188,Lote 2A,AND,PRIMARY,prim,prim,15.4733,30.628
2364485.582000,6486139.176617,3283.323755,P812,EIS-189,Lote 2A,AND,PRIMARY,prim,prim,14.531,37.335
2363773.499000,6486339.321103,3747.102001,P815,EIS-190,Lote 2A,AND,MIXED1,mix1,mix1,24.7043,23.426
2363773.499000,6486339.344735,3730.902020,P815,EIS-191,Lote 2A,AND,MIXED2A,m2aa,m2aa,22.4276,29.6
2363773.499000,6486339.400446,3710.902099,P815,EIS-192,Lote 2A,AND,MIXED2A,m2aa,m2aa,20.8908,29.283
2363773.499000,6486339.510255,3688.902382,P815,EIS-193,Lote 2A,AND,MIXED2B,m2ba,m2ba,14.9004,31.296
2363773.499000,6486339.731336,3662.903338,P815,EIS-194,Lote 2A,AND,PRIMARY,prim,prim,20.3213,29.612
2364260.648000,6485939.609303,3651.223367,P816,EIS-195,Lote 2B,AND,PRIMARY,prim,prim,14.2981,43.734
2364260.648000,6485940.275318,3633.235824,P816,EIS-196,Lote 2B,AND,PRIMARY,prim,prim,14.1436,36.864
2364260.648000,6485941.101949,3613.252914,P816,EIS-197,Lote 2B,AND,PRIMARY,prim,prim,16.7407,29.267
2364260.648000,6485941.923001,3593.269774,P816,EIS-198,Lote 2B,DTUFF,PRIMARY,prim,prim,12.0751,32.68
2364260.648000,6485943.268078,3560.297198,P816,EIS-199,Lote 2B,AND,PRIMARY,prim,prim,12.8219,44.77
